日期,最高温,最低温,天气,风力风向,空气质量指数
2022-09-05 周一,33°,27°,多云~晴,西北风2级,57 良
2022-09-06 周二,34°,26°,多云~阴,东南风2级,62 良
2022-09-07 周三,30°,25°,多云~阵雨,东风3级,39 优
2022-09-08 周四,32°,26°,小雨~晴,东风2级,35 优
2022-09-09 周五,32°,26°,多云,西南风2级,63 良
2022-09-10 周六,32°,26°,多云,南风2级,61 良
2022-09-11 周日,33°,27°,多云~晴,西南风2级,61 良
2022-09-12 周一,35°,28°,晴~多云,西风2级,61 良
2022-09-13 周二,35°,27°,晴,西北风2级,68 良
2022-09-14 周三,34°,27°,晴,西北风2级,73 良
2022-09-15 周四,34°,27°,晴,西南风2级,83 良
2022-09-16 周五,34°,27°,晴,西南风2级,88 良
2022-09-17 周六,34°,28°,晴,西南风2级,73 良
2022-09-18 周日,34°,27°,多云~晴,西南风2级,58 良
2022-09-19 周一,33°,26°,多云~阵雨,西南风2级,55 良
2022-09-20 周二,32°,25°,多云,东南风3级,48 优
2022-09-21 周三,31°,26°,多云,东南风3级,43 优
2022-09-22 周四,32°,26°,多云,东南风2级,40 优
2022-09-23 周五,31°,26°,多云,东南风2级,63 良
2022-09-24 周六,30°,26°,多云,东风2级,43 优
2022-09-25 周日,33°,26°,多云,东南风2级,61 良
2022-09-26 周一,34°,26°,晴~多云,东南风2级,53 良
2022-09-27 周二,32°,26°,多云,东风3级,31 优
2022-09-28 周三,32°,27°,多云,东风4级,25 优
2022-09-29 周四,31°,27°,中雨~阵雨,东风3级,26 优
2022-09-30 周五,28°,26°,暴雨~阵雨,东南风3级,14 优

2022-10-01 周六,29°,26°,小雨~阵雨,东南风3级,19 优
2022-10-02 周日,32°,26°,多云,东南风3级,19 优
2022-10-03 周一,33°,26°,多云~晴,东南风2级,19 优
2022-10-04 周二,32°,26°,多云~阵雨,东南风2级,29 优
2022-10-05 周三,32°,25°,小雨~多云,东南风3级,34 优
2022-10-06 周四,31°,25°,多云~阵雨,东风3级,27 优
2022-10-07 周五,32°,25°,多云,东风2级,33 优
2022-10-08 周六,30°,25°,多云,东北风2级,38 优
2022-10-09 周日,30°,22°,多云,东北风3级,46 优
2022-10-10 周一,26°,19°,晴,东北风4级,38 优
2022-10-11 周二,27°,20°,晴,东北风3级,51 良
2022-10-12 周三,28°,21°,晴,东北风2级,48 优
2022-10-13 周四,29°,23°,多云~晴,东北风2级,50 优
2022-10-14 周五,30°,22°,晴,东北风2级,50 优
2022-10-15 周六,30°,25°,多云~晴,东北风3级,53 良
2022-10-16 周日,30°,23°,多云,北风3级,46 优
2022-10-17 周一,27°,18°,多云~阵雨,东北风4级,49 优
2022-10-18 周二,22°,17°,小雨~阵雨,东北风4级,58 良
2022-10-19 周三,24°,20°,多云,东北风3级,36 优
2022-10-20 周四,28°,22°,多云~晴,东风2级,42 优
2022-10-21 周五,30°,26°,晴,东南风2级,52 良
2022-10-22 周六,31°,23°,多云~阴,东北风2级,42 优
2022-10-23 周日,29°,24°,多云,东风2级,43 优
2022-10-24 周一,29°,21°,多云~晴,东南风3级,49 优
2022-10-25 周二,27°,20°,多云~晴,东风3级,44 优
2022-10-26 周三,28°,20°,多云~晴,东南风3级,41 优
2022-10-27 周四,29°,22°,晴,东南风2级,37 优
2022-10-28 周五,30°,22°,晴,东北风2级,46 优
2022-10-29 周六,28°,22°,多云~晴,东北风3级,46 优
2022-10-30 周日,27°,21°,多云,东北风4级,36 优
2022-10-31 周一,26°,22°,多云~阴,东北风4级,47 优

2022-11-01 周二,23°,18°,多云~阵雨,东北风5级,41 优
2022-11-02 周三,19°,18°,小雨~大雨,北风4级,18 优
2022-11-03 周四,22°,20°,小雨~阵雨,东北风3级,14 优
2022-11-04 周五,23°,20°,小雨~多云,东北风2级,32 优
2022-11-05 周六,22°,19°,多云~小雨,东北风2级,17 优
2022-11-06 周日,19°,18°,小雨,东北风2级,26 优
2022-11-07 周一,21°,19°,小雨~阴,东北风2级,17 优
2022-11-08 周二,23°,20°,多云~阴,东北风2级,21 优
2022-11-09 周三,27°,21°,多云,东北风2级,38 优
2022-11-10 周四,27°,21°,多云~晴,东南风1级,43 优
2022-11-11 周五,29°,22°,晴~多云,东南风2级,30 优
2022-11-12 周六,26°,21°,晴~多云,东南风2级,32 优
2022-11-13 周日,30°,21°,晴~多云,东南风2级,43 优
2022-11-14 周一,27°,22°,多云,东风2级,35 优
2022-11-15 周二,27°,22°,多云,东南风2级,43 优
2022-11-16 周三,27°,22°,多云~阴,东南风2级,37 优
2022-11-17 周四,27°,22°,多云,东南风2级,28 优
2022-11-18 周五,28°,22°,多云,东南风2级,33 优
2022-11-19 周六,29°,22°,多云~晴,东南风2级,42 优
2022-11-20 周日,29°,21°,晴~多云,东风2级,43 优
2022-11-21 周一,26°,22°,多云~阵雨,东风3级,38 优
2022-11-22 周二,25°,19°,多云~中雨,东风3级,27 优
2022-11-23 周三,24°,22°,小雨,东北风2级,16 优
2022-11-24 周四,24°,21°,小雨,东风2级,17 优
2022-11-25 周五,25°,21°,小雨,东北风2级,20 优
2022-11-26 周六,24°,22°,多云~阴,东北风2级,18 优
2022-11-27 周日,27°,23°,多云,东南风3级,33 优
2022-11-28 周一,29°,24°,雾~多云,东南风3级,21 优
2022-11-29 周二,30°,18°,多云,东南风2级,19 优
2022-11-30 周三,25°,11°,多云~阴,东北风3级,27 优

2022-12-01 周四,15°,11°,多云~阴,东北风3级,-
2022-12-02 周五,17°,13°,多云,北风3级,-
2022-12-03 周六,19°,16°,多云~阴,北风2级,-
2022-12-04 周日,21°,14°,多云~阴,东北风3级,-
2022-12-05 周一,17°,12°,多云,东北风4级,-
2022-12-06 周二,17°,15°,多云~阴,东北风3级,-
2022-12-07 周三,21°,13°,多云~晴,东北风2级,-
2022-12-08 周四,23°,13°,晴,北风2级,-
2022-12-09 周五,22°,14°,晴,北风3级,-
2022-12-10 周六,21°,13°,晴,东北风3级,-
2022-12-11 周日,17°,12°,多云,东北风3级,-
2022-12-12 周一,17°,12°,多云~阴,东北风4级,-
2022-12-13 周二,14°,11°,阴~阵雨,北风3级,-
2022-12-14 周三,12°,9°,小雨,东北风3级,-
2022-12-15 周四,14°,13°,小雨,东北风2级,-
2022-12-16 周五,16°,10°,小雨~多云,东北风2级,-
2022-12-17 周六,12°,6°,小雨~晴,东北风5级,-
2022-12-18 周日,13°,7°,晴,东北风4级,-
2022-12-19 周一,17°,10°,晴~多云,东北风2级,-
2022-12-20 周二,21°,12°,多云,东北风2级,-
2022-12-21 周三,19°,13°,多云~晴,东北风3级,-
2022-12-22 周四,21°,11°,多云~晴,东北风3级,-
2022-12-23 周五,21°,11°,多云~晴,东北风2级,-
2022-12-24 周六,21°,11°,晴,东北风2级,-
2022-12-25 周日,21°,12°,晴,东南风1级,-
2022-12-26 周一,21°,12°,晴,东风1级,-
2022-12-27 周二,21°,12°,晴,东风2级,-
2022-12-28 周三,20°,10°,多云~阴,东北风2级,-
2022-12-29 周四,17°,9°,多云~晴,东北风3级,-
2022-12-30 周五,16°,11°,多云~晴,东北风3级,-
2022-12-31 周六,18°,12°,晴~多云,东北风3级,46 优
